	ST-00010415_t1	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044885_t1	ST-00044885_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00128432_t1	ST-00128432_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00339988_t2	ST-00360236_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00597582_t1	ST-00597582_t2	ST-00611296_t1	ST-00611296_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00632345_t2	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t2	ST-00705243_t1	ST-00705243_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00723045_t1	ST-00723045_t2	ST-00731125_t1	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t2
CE(18:0)	17.7856	43.9005	26.1214	34.9291	37.6614	30.6481	41.3464	22.4918	36.2259	43.6217	21.8582	24.8109	28.6936	32.4251	47.0951	44.4923	32.0936	39.1882	32.6912	23.5028	31.2387	41.5978	39.411	43.3433	39.7563	48.8476	56.2398	35.768	36.1682	36.8491	45.7932	42.0069	37.3594	43.9427	35.9296	27.5956	34.3009	44.3308	40.4968	25.6435	47.7279	32.2543	69.1036	40.8072	38.13800000000001	22.6469	24.1452	22.6745	27.6011	34.8166	42.7194	31.0809	25.9985	34.5095	29.616	27.8658	45.0405	38.9209	37.6033
PI(18:0/20:4)	19.033	26.581	18.8818	23.1	20.4391	14.969	19.7653	11.1341	15.9	22.1862	14.651	11.9023	19.4136	24.4603	33.8665	25.0741	41.7495	28.2849	13.513	21.6142	22.8573	27.0773	29.1037	18.2395	16.17	20.8477	28.0698	17.0629	22.5432	21.6072	22.6321	24.8581	22.7356	16.6013	15.8475	13.3883	12.4582	18.4134	14.795	34.3724	23.8287	18.3931	30.1717	20.9784	19.0171	15.5347	17.8014	18.0959	14.6297	21.7858	25.8395	22.4362	25.9123	23.032	25.5109	20.341	20.3959	19.7211	21.3809
TAG49:1FA14:0	0.3873	1.8474	0.1998	0.2262	0.2628	0.2413	0.0798	0.0324	0.2306	0.3963	0.1197	0.0901	0.1676	0.0709	0.3764	0.1855	0.3276	0.3575	0.8982	0.0517	0.1261	0.4427	0.3346	0.9047	0.2235	0.275	0.4361	0.4476	1.0506	0.3919	0.32	0.9368	0.4716	1.1912	0.1069	0.1409	0.1539	0.1354	0.1488	0.0853	1.6086	0.7595	0.1308	0.0353	0.4274	0.141	0.3034	0.1413	0.1691	0.1857	0.2243	0.1435	0.0447	0.8984	0.438	0.998	0.8440000000000001	0.1443	0.1756
PE(O16:0/20:4)	0.8654	1.2889	0.6228	0.7027	0.611	0.8044	1.06	0.797	0.7778	0.6311	0.8506	0.5369	0.6523	0.7679	0.6075	0.5227	1.3130000000000002	1.1022	1.4658	0.4436	0.5476	0.9275	1.4422	0.7267	0.7544	0.9087	0.815	0.5358	0.8901	0.9954	1.4124	1.0573	0.8447	0.5976	0.7036	0.5655	0.6513	0.8648	1.1219	0.9216	1.0031	1.0006	1.8773	0.769	1.3564	0.5381	0.6147	0.47	0.8884	0.8424	1.59	0.7209	1.123	1.5624	0.9035	0.7036	0.9264	0.6579	0.7841
TAG53:3FA18:0	7.1117	8.4613	8.0666	8.0686	8.0538	7.6924	7.9735	7.8804	7.6349	7.3074	7.7717	7.4575	7.8577	7.9852	8.0699	8.0878	8.1788	8.8263	7.7611	7.5789	7.6902	7.9127	8.0966	8.5425	8.2728	8.0368	7.809	8.3428	8.36	7.6477	8.3632	8.0848	7.5295	7.8408	7.6011	8.4406	7.6037	7.5401	8.0403	7.6139	8.3458	8.0825	7.5872	7.8031	8.1708	7.7227	8.0181	7.8295	7.6897	7.4468	7.6379	7.7663	7.4912	7.4672	7.989	8.2058	7.324	7.9652	7.5653
TAG56:5FA20:3	1.6134	3.5891	2.8433	1.3887	1.4913	0.9159	1.3046	0.8368	1.5508	1.5039	1.2039	1.0232	2.1465	2.3393	4.1788	2.8480000000000003	2.0181	1.4143	2.5426	1.1092	1.1726	2.0823	1.7644	1.6261	2.5808	1.9858	2.8613	1.4349	3.274	2.9359	3.156	1.7248	1.0453	1.1957	0.9922	0.7872	0.9179	0.5783	0.6454	1.4017	3.3315	4.6799	0.9829	1.2089	2.2154	2.4874	2.738	1.6318	1.3278	1.5448	1.6077	2.0037	1.0626	2.8163	2.1711	1.4969	1.4714	1.1909	1.7404
TAG48:0FA14:0	2.4431	8.7962	1.1315	2.0377	2.1289	1.4031	0.3493	0.134	1.0296	2.325	0.3758	0.3414	0.6458	0.2793	2.8842	0.7442	1.4848	1.5934	3.4884	0.1921	0.5476	3.0947	2.198	5.3273	0.8331	1.6632	2.0066	5.0078	13.0951	1.5862	1.3993	5.1423	2.0791	5.0246	0.6609	0.5216	0.7513	0.6745	0.6065	0.6808	8.0824	3.2248	0.5503	0.1461	1.6017	0.6479	1.5873	0.7973	0.9879	0.9539	1.3821	0.7738	0.1498	5.8199	2.1084	7.4868	4.9883	0.7073	0.9174
FFA(17:0)	18.2065	17.0564	15.0038	13.5319	15.6702	14.2383	14.1715	13.7354	15.8558	12.2816	27.6161	18.5139	1122.929	1082.259	14.6797	15.4839	20.8535	20.0227	14.4169	22.4067	19.1548	14.2797	15.0067	917.4169	1000.56	18.0098	1277.759	19.0122	21.1787	15.0753	16.874000000000002	17.3911	18.4237	18.1919	15.9522	15.7624	15.479	16.0926	16.0822	18.2236	15.4667	14.843	18.0884	17.3638	15.5084	13.0967	15.1032	15.5384	15.3478	18.1596	16.5219	15.4544	17.3508	16.6829	16.495	15.014	19.9739	22.2103	18.1066
TAG50:5FA20:5	0.3419	0.2862	0.5194	0.0739	0.0858	0.3003	0.0867	0.0952	0.1608	0.0403	0.1486	0.1248	0.0836	0.0628	0.233	0.1276	0.1259	0.1511	0.3026	0.0284	0.0371	0.1723	0.1029	0.1544	0.1202	0.2163	0.0596	0.2432	0.3958	0.0795	0.0774	0.1188	0.0836	1.222	0.1605	0.0458	0.0336	0.1126	0.077	0.1693	0.5114	0.1994	0.0613	0.0335	0.1388	0.0471	0.0671	0.0652	0.0939	0.0479	0.0687	0.0544	0.0276	0.2082	0.368	1.0636	0.3671	0.1218	0.1497
PC(16:0/14:0)	1.4069	1.4215	0.9389	2.026	2.2131	2.9377	1.1652	0.7211	1.5269	1.5927	1.0193	0.8852	1.0861	0.609	1.3976	0.7321	1.1162	1.9173	2.0179	1.514	1.6436	1.5267	1.5902	3.4227	2.1668	2.0875	1.4939	1.829	2.0719	1.949	1.8616	2.9763	4.2593	1.3748	0.5658	1.1047	1.3388	3.5234	2.4007	1.7197	3.4957	1.5557	2.1809	0.8590000000000001	1.6552	0.7255	0.7262	0.8068	0.7505	0.8949	1.3967	1.4834	1.4069999999999998	2.27	1.8409	3.2256	3.8699	1.508	0.9761
TAG48:2FA18:0	0.7917	1.2506	0.5131	2.1790000000000003	1.1624	0.2462	0.0889	0.0577	1.0753	0.311	0.0635	0.0591	0.0928	0.0797	0.2348	0.1432	0.2195	0.3483	2.4194	0.0435	0.1224	3.7681	0.4266	0.9584	0.1859	0.1071	0.2483	2.4295	10.0487	0.102	0.1001	0.9865	0.6171	3.5845	0.7464	0.1898	0.1784	0.0756	0.0699	0.1077	1.3663	0.4673	0.1832	0.0424	0.3307	0.1268	0.5998	0.1615	0.1414	0.1128	0.1651	0.468	0.045	1.1529	0.3584	0.6845	0.3399	0.0655	0.179
TAG50:5FA18:2	1.3729	2.3764	1.6085	1.9045	1.4608	0.5563	0.4185	0.407	0.753	0.4472	0.53	0.4581	0.8982	0.7696	0.7824	0.8025	0.4746	0.5374	1.7014	0.3017	0.6498	2.3588	1.1893	1.8555	1.3048	0.5760000000000001	1.1859	1.3947	2.1304	0.3964	0.3763	1.0835	0.9239	2.8102	0.4854	0.5971	0.6755	0.1977	0.2166	0.278	2.5335	1.306	0.1768	0.2335	0.7490000000000001	0.4204	0.5115	0.5035	0.6308	0.5828	0.5595	1.1434	0.3402	1.8744	1.0533	1.3287	0.6025	0.1443	0.4083
TAG52:7FA20:5	0.4739	0.3465	1.2128	0.0761	0.0867	0.4032	0.1855	0.0683	0.1758	0.0391	0.0753	0.0826	0.14400000000000002	0.1646	0.3034	0.339	0.1138	0.1408	0.4408	0.0287	0.0332	0.2038	0.118	0.1086	0.0747	0.2269	0.11	0.1858	0.349	0.1242	0.1228	0.1156	0.1186	1.6393	0.3178	0.0496	0.0485	0.1588	0.1017	0.1172	0.6469	0.3207	0.0625	0.0696	0.1381	0.0834	0.1188	0.0937	0.1362	0.0779	0.0851	0.0627	0.0405	0.2105	0.6869	1.199	0.2845	0.0947	0.0583
TAG48:1FA18:0	1.2531	4.2657	0.9031	2.0308	1.8567	0.6539	0.1903	0.1442	1.6662	1.0061	0.2157	0.2312	0.3272	0.1873	1.0025	0.4167	0.8619	0.9583	4.2415	0.1594	0.3132	4.3357	0.7567	2.4384	0.3937	0.5912	0.8838	4.8407	22.2941	0.62	0.4865	2.4694	1.4609	5.0295	1.9971	0.3225	0.4274	0.2871	0.3013	0.3661	3.9017	1.7359	0.4053	0.1167	0.6759	0.3032	1.3546	0.3847	0.4197	0.3455	0.5261	0.4776	0.1096	2.3929	0.8817	2.2284	1.7536	0.2611	0.5914
TAG56:6FA22:4	1.2055	2.6637	1.5975	0.6475	0.637	0.6529	0.6605	0.3631	0.7264	0.7249	0.91	0.5113	1.1863	1.0872	1.7961	1.0462	0.8263	0.8603	1.2867	0.3378	0.5543	1.7287	1.8055	1.251	1.2829	1.4949	1.7919999999999998	1.5237	2.7465	1.1335	1.3909	0.9269	0.7053	0.7661	0.5596	0.512	0.6343	0.4071	0.5268	0.5379999999999999	1.8829	1.7583	0.7829	0.3756	1.6903	1.3998	1.3435	0.7514	0.7036	1.1397	1.0237	0.4603	0.5014	2.8594	1.4836	1.2909	1.0533	0.6213	0.7509999999999999
TAG52:2FA16:1	2.8472	10.3716	5.7226	3.0857	4.1934	2.1505	2.1006	0.9352	2.2478	5.532	2.6522	2.0119	3.5283	2.6616	10.8403	7.3296	3.622	2.7821	4.9645	1.8585	3.062	5.3685	3.1264	5.729	5.2046	5.7723	10.321	5.0693	9.4228	5.9869	5.8466	4.3839	2.6227	3.886	2.5188	1.1042	1.7701	0.8808	1.0443	2.2866	7.603	11.9007	1.6019	0.9199	3.3503	3.06	3.8407	2.1917	1.187	3.7163	3.7612	1.3747	0.7455	7.5349	5.6485	4.8672	5.0833	1.9704	3.8453
TAG49:0FA15:0	0.3757	1.7136	0.2037	0.1482	0.133	0.203	0.0651	0.0426	0.1692	0.3147	0.0868	0.0632	0.0992	0.0645	0.2438	0.1748	0.2719	0.2576	0.4043	0.0423	0.1026	0.3773	0.3416	0.528	0.1348	0.2366	0.3373	0.373	0.6313	0.3307	0.3061	0.8614	0.268	0.7563	0.0866	0.1051	0.1275	0.1027	0.1291	0.0682	1.4463	0.4574	0.1363	0.0424	0.3114	0.1345	0.2708	0.1739	0.1705	0.1536	0.1875	0.1399	0.0459	0.8975	0.3578	1.1601	0.6119	0.1513	0.1573
TAG46:1FA12:0	3.2397	6.6117	2.1679	6.5612	5.2027	1.8422	0.3119	0.1602	4.4562	2.5875	0.3265	0.4987	0.4833	0.1975	1.6581	0.6421	1.3794	2.5783	13.9199	0.181	0.9902	13.4891	2.1324	9.8435	1.241	1.1373	1.6975	16.1385	71.2873	1.0942	0.8359	5.0551	3.9983	14.2423	7.4455	0.5068	0.6837	0.4919	0.4639	0.4559	8.8234	2.9741	1.1905	0.1351	1.6379	0.5922	4.4947	0.7362	0.7523	0.75	1.2483	0.8312	0.1748	6.4941	1.8251	5.8588	3.3422	0.613	1.0622
TAG51:3FA15:0	2.6868	7.2905	3.4164	1.9912	2.0451	1.2106	1.2761	1.3099	3.3408	2.0513	2.1942	1.5156	2.7938	1.8622	2.9039	3.2098	2.1242	2.0217	5.0462	1.2627	2.3887	4.3333	3.0158	3.7709	4.1736	2.3535	5.4775	2.9601	4.5288	3.3574	3.5509	2.8387	1.8286	5.5576	2.6441	1.3412	1.3762	0.5181	0.7772	0.6059	6.5928	4.8431	1.4641	1.035	2.9148	2.3761	2.4273	1.7122	1.3393	1.9882	1.8381	1.4297	0.9159	5.1576	3.4806	3.4313	2.2595	0.8463	1.8482
TAG54:7FA18:3	4.8022	7.8	10.0629	12.5716	4.4566	2.0989	2.3318	5.9670000000000005	3.6001	1.3319	2.687	2.822	4.4176	6.2696	4.1345	6.1177	1.1764	1.2838	4.4575	0.9123	2.5667	11.749	8.0309	4.2909	6.6899	2.2932	4.4957	2.5505	4.1881	1.0727	1.5629	1.9659	1.8776	8.5794	3.7137	2.8110000000000004	2.6561	0.7778	0.7769	1.3392	7.5046	3.5532	0.6358	1.3549	2.357	2.0066	2.2065	3.1923	3.6066	2.9839	2.563	8.8023	5.9837	5.2783	3.7833	6.3933	1.002	0.4498	1.7953
TAG57:2FA18:1	0.5889	0.6751	2.0226	0.2372	0.1965	0.4056	0.5	0.575	0.5629	0.166	0.1788	0.4089	0.2448	0.454	0.8084	1.2077	0.2024	0.2038	1.4582	0.1105	0.1187	0.4394	0.388	0.1469	0.1821	0.3913	0.3277	0.2534	0.9696	0.2268	0.3124	0.2435	0.1826	1.3164	1.8583	0.1554	0.1394	0.3713	0.3407	0.1678	0.8759999999999999	0.3511	0.3099	0.2911	0.4478	0.3608	0.355	0.5291	0.4994	0.1959	0.2229	0.2549	0.2426	0.5483	1.0278	1.4042	0.2743	0.2294	0.187
PC(16:0/20:1)	0.542	1.0467	0.8059	0.5878	0.841	0.25285	0.25285	0.5356	0.7922	0.7773	1.0139	0.6785	0.7262	0.9067	0.9748	1.2275	1.1716	1.0762	1.2353	1.4473	1.1735	1.1573	0.8722	0.9607	1.0674	1.2494	0.6676	0.7090000000000001	1.1555	1.0082	1.1482	1.1781	0.879	0.8319	0.7426	0.6905	0.6532	0.9171	0.7483	1.2473	0.9592	0.7701	1.2726	0.7433	0.6417	0.6739	0.8143	1.0387	0.5057	0.7433	0.7606	0.9607	0.7292	0.6728	0.8037	1.2303	1.136	0.8849	0.7674
TAG38:0FA12:0	0.1201	0.2289	0.1651	0.7357	13.9784	0.0439	0.0423	0.0324	0.4648	0.0456	0.0375	0.0219	0.0347	0.0336	0.0361	0.0294	0.098	0.0811	0.8964	0.0233	0.0317	1.279	0.0638	0.1412	0.0315	0.0426	0.0078	2.6544	9.6397	0.0196	0.0302	0.4636	0.2092	2.9136	0.8981	0.0482	0.0357	0.0357	0.0339	0.044	0.6112	0.0273	0.3099	0.0215	0.0868	0.0286	0.3439	0.0701	0.1305	0.023	0.0244	0.0507	0.0256	0.1656	0.0439	0.0641	0.0645	0.0384	0.0423
TAG49:0FA18:0	0.4166	2.1422	0.1863	0.1797	0.1437	0.1855	0.06	0.0439	0.1622	0.2632	0.0631	0.062	0.0804	0.0424	0.1766	0.1013	0.294	0.2654	0.4133	0.0257	0.0553	0.3614	0.28300000000000003	0.4417	0.1049	0.1767	0.2397	0.3777	0.7542	0.2394	0.2304	0.9683	0.2928	0.9518	0.0735	0.0927	0.1291	0.1261	0.1497	0.0727	1.6806	0.4186	0.1372	0.034	0.2703	0.1162	0.254	0.1739	0.2071	0.1255	0.1589	0.1694	0.0394	0.8516	0.2814	1.1737	0.6112	0.1142	0.1535
TAG51:2FA16:1	0.4562	1.6851	0.5643	0.362	0.5891	0.3435	0.2554	0.0785	0.3443	0.7808	0.41	0.2509	0.5109	0.2827	1.0262	0.6033	0.5675	0.5017	0.6983	0.2114	0.404	0.7298	0.5207	1.2559	0.8404	0.948	1.3811	0.8023	1.3001	1.1779	1.0709	0.7919	0.5202	0.6093	0.2237	0.2243	0.3341	0.1733	0.2064	0.2606	1.9817	1.9844	0.3146	0.127	0.6569	0.4818	0.5770000000000001	0.2837	0.1717	0.4598	0.5728	0.1498	0.1261	1.3748	0.925	1.3615	1.1031	0.3273	0.3942
TAG54:3FA18:1	120.6784	243.7792	188.7704	123.8565	84.4295	59.8951	55.1039	67.1978	114.7674	143.4738	75.6174	86.0005	103.0547	90.8697	377.7087	312.3178	111.6394	69.8085	204.5108	105.706	101.5619	169.4623	135.3864	102.2721	160.77100000000004	90.6481	252.5872	102.7236	475.8139	127.5652	130.1292	81.5434	46.1662	171.6354	397.5138	34.4097	46.9452	21.0229	24.1667	62.0127	173.9772	213.3043	53.5293	62.6569	137.0885	102.3896	137.2934	71.6292	40.2097	84.0681	81.5277	73.3117	36.9199	191.4825	126.8154	165.6619	74.4481	41.3611	148.1371
TAG54:3FA20:3	0.6182	1.2476	0.6920000000000001	0.3774	0.4069	0.3341	0.2865	0.1061	0.364	0.5102	0.2706	0.2037	0.4893	0.3675	1.1526	0.5766	0.5001	0.4725	0.6657	0.133	0.2287	0.5366	0.698	0.7673	0.5235	0.6794	0.7839	0.6955	1.4123	0.8713	0.8918	0.5919	0.3582	0.3759	0.1477	0.1902	0.2581	0.18600000000000005	0.1663	0.3276	1.3672	1.5673	0.2366	0.1576	0.5965	0.6071	0.6622	0.3604	0.2696	0.5074	0.7069	0.3294	0.1831	1.0768	0.8078	1.2389	0.8911	0.3542	0.4391
TAG58:7FA18:0	0.3471	0.5189	1.1739	0.16399999999999998	0.1256	0.2211	0.3076	0.2368	0.3467	0.117	0.1401	0.209	0.193	0.2932	0.7018	0.8562	0.1517	0.1721	0.9114	0.0557	0.0604	0.4366	0.3086	0.1385	0.1471	0.3116	0.3501	0.2523	0.6991	0.1763	0.2123	0.1492	0.1203	0.7413	0.7468	0.0506	0.0554	0.1903	0.2326	0.0995	0.6431	0.4468	0.2218	0.1356	0.3423	0.2701	0.2426	0.2852	0.2408	0.1913	0.1991	0.1379	0.1235	0.5493	0.8906	0.5402	0.1834	0.1668	0.1192
DCER(24:1)	0.16699999999999998	0.1948	0.1851	0.1676	0.1403	0.1381	0.1441	0.1568	0.1285	0.1964	0.1444	0.11	0.1479	0.1372	0.1569	0.1275	0.1451	0.1903	0.1881	0.1573	0.1402	0.2119	0.1472	0.1636	0.223	0.1912	0.1943	0.1481	0.131	0.1138	0.1264	0.1354	0.1664	0.1934	0.1472	0.0829	0.1506	0.2197	0.1701	0.1186	0.2517	0.1523	0.2296	0.1711	0.1891	0.1764	0.1338	0.1472	0.1447	0.1701	0.1771	0.1141	0.1647	0.1875	0.2245	0.1228	0.1774	0.1683	0.1879
DAG(16:1/18:1)	0.6749	1.106	0.7659999999999999	0.5475	0.9113	0.3866	0.3879	0.126	0.3634	0.9145	0.6438	0.4667	0.8336	0.4976	1.6466	0.9182	0.7593	0.5235	0.701	0.531	0.985	1.0618	0.7275	1.76	1.5075	1.3426	2.207	1.727	2.3664	1.6657	1.3831	0.6457	0.6558	0.5343	0.2988	0.2729	0.4135	0.2133	0.2037	0.6105	1.7061	1.9623	0.5282	0.1836	0.7924	0.623	0.6967	0.3352	0.2031	0.6431	0.6774	0.1572	0.1914	1.2118	1.2713	1.1714	1.4831	0.4994	0.4824
LPE(20:1)	0.0286	0.0607	0.0249	0.031	0.0255	0.0239	0.0233	0.0246	0.0183	0.0269	0.0246	0.0284	0.027000000000000003	0.0238	0.0432	0.0294	0.0347	0.0391	0.0641	0.0562	0.0328	0.0315	0.0362	0.0251	0.034	0.0218	0.0237	0.033	0.0308	0.0413	0.0378	0.0505	0.0293	0.027000000000000003	0.0303	0.023	0.0217	0.0327	0.0166	0.0275	0.0325	0.0409	0.0139	0.035	0.0142	0.036000000000000004	0.0256	0.0213	0.0199	0.019	0.0173	0.0326	0.0362	0.0346	0.0234	0.032	0.0497	0.0194	0.0368
DAG(14:0/14:0)	0.0368	0.0889	0.0237	0.0346	0.0608	0.0074	0.0074	0.0219	0.0322	0.0224	0.0183	0.0208	0.0213	0.0158	0.0302	0.0211	0.0301	0.022	0.0747	0.0074	0.0074	0.0539	0.0227	0.0748	0.0179	0.0316	0.024	0.0769	0.1681	0.0074	0.0074	0.0531	0.0428	0.1255	0.0252	0.0159	0.027000000000000003	0.0074	0.0074	0.0174	0.0919	0.0281	0.0199	0.0148	0.0343	0.0074	0.0074	0.0177	0.0222	0.0226	0.0214	0.0074	0.0074	0.0718	0.0254	0.0632	0.08800000000000001	0.0202	0.0247
TAG48:2FA14:1	2.2908	5.7938	1.0258	1.1113	1.7531	1.7002	0.5876	0.1526	0.7864	2.694	0.8137	0.5641	0.9844	0.4964	2.9128	1.018	1.7335	1.9616	3.1174	0.5947	1.3737	2.0897	2.1275	6.0325	1.5291	2.3839	3.062	2.8822	4.9666	2.8455	2.1713	3.1031	2.0329	2.2106	0.4826	0.7394	1.1824	0.7581	0.8598	0.8274	8.4865	3.7409	0.6192	0.2673	1.3673	0.7921	1.2665	0.6257	0.4631	1.1353	1.3701	0.4868	0.2198	5.8824	2.1702	3.9835	5.3814	0.8013	0.8340000000000001
TAG56:9FA18:3	0.4733	0.4252	1.2167	0.172	0.1661	0.4381	0.2593	0.2378	0.2609	0.0714	0.1256	0.1721	0.2248	0.4014	0.3805	0.4898	0.1705	0.1736	0.4176	0.0278	0.0744	0.3871	0.2553	0.1556	0.1663	0.3808	0.1797	0.1883	0.255	0.1605	0.193	0.1594	0.1697	0.5887	0.4719	0.2367	0.2042	0.2662	0.2159	0.2429	0.9866	0.3149	0.1018	0.1513	0.322	0.215	0.1894	0.2843	0.4211	0.1635	0.1879	0.2572	0.2987	0.361	0.5717	0.9788	0.206	0.1086	0.1017
PE(18:0/18:0)	0.327	0.4195	0.5323	0.2549	0.3051	0.4461	0.5297	0.4238	0.4059	0.2679	0.2841	0.3398	0.2102	0.2422	0.4122	0.5432	0.2735	0.2761	0.9247	0.2316	0.2586	0.2329	0.3197	0.2672	0.2964	0.4920000000000001	0.4421	0.2688	0.3131	0.3218	0.4457	0.4498	0.3005	0.4485	0.5821	0.2929	0.2749	0.6154	0.6603	0.2273	0.6384	0.5029	0.5045	0.4591	0.4373	0.2689	0.2772	0.2446	0.2763	0.2857	0.4498	0.3467	0.3548	0.391	0.6573	0.6796	0.4219	0.3052	0.2813
TAG50:3FA16:1	18.6704	33.5649	23.6972	21.3488	28.5089	12.007	12.6453	3.4197	9.6811	22.6977	14.4305	7.2494	20.9839	15.1024	34.4415	21.9258	13.1856	12.061	16.0586	9.2615	23.8414	34.9751	23.8165	43.3137	36.0506	40.3123	55.1144	41.5262	58.4384	28.8864	28.9283	20.7599	15.0953	14.7975	8.4466	8.5422	14.7972	4.4686	5.212999999999999	10.9904	52.8071	50.1917	9.9912	3.4342	16.0169	14.9571	15.3427	10.0864	5.1119	19.909	18.4288	4.7498	4.2709	62.5027	29.8596	33.337	26.7957	8.1198	11.571
TAG51:1FA18:1	3.0822	12.0597	2.7142	1.5388	1.7641	1.8192	1.0846	0.5695	2.1353	4.1476	1.3466	1.1108	1.6616	1.0098	4.4262	2.9493	3.0307	2.8647	4.306	0.6995	1.1933	3.6386	3.7304	4.9299	2.522	3.0953	5.3675	3.3846	7.2027	4.0208	4.0142	4.5469	2.3002	5.205	1.7766	0.9688	1.2684	0.9487	1.2081	0.967	9.9902	6.5159	1.7975	0.6618	3.0456	2.0919	2.8168	1.5813	1.1553	2.0748	2.5575	1.1964	0.5761	6.8158	4.2375	8.0205	5.1441	1.555	2.3174
TAG52:1FA18:1	36.7274	92.0531	43.8528	29.0996	24.8525	21.5138	17.0078	9.1265	29.8028	48.7944	18.6943	15.9005	23.9935	17.9425	97.3146	62.679	30.8272	29.6199	48.0995	12.2315	22.2812	46.0535	54.2263	45.5326	34.4063	42.8058	75.306	46.6518	139.3538	48.9983	49.2186	38.2273	19.3192	46.0091	40.2905	10.1112	15.0359	9.5287	10.1485	17.7213	71.3902	71.2402	19.7762	10.2208	31.6964	29.9609	37.1221	21.4787	9.8888	31.0424	35.1741	14.8874	7.0329	78.5446	49.486	70.2923	47.3958	18.4959	39.9948
PI(18:0/18:2)	3.2075	8.2831	4.3031	8.3622	7.4183	5.9943	4.1607	5.3955	5.4927	10.4002	3.0367	3.2566	3.057	4.3842	3.2238	3.9462	4.933	5.3633	3.5403	6.7999	8.5429	8.1296	8.7993	8.901	6.7442	6.8423	7.5362	7.506	8.2472	2.9989	4.4841	6.1441	3.9546	4.3616	4.2155	7.375	6.971	4.6794	4.0851	4.7769	6.8001	3.5289	3.9228	6.7644	3.0586	2.1946	1.9415	4.1684	4.079	5.6237	6.7044	8.6051	9.1696	11.5755	7.0373	8.9761	6.3891	4.2555	3.7981
TAG49:1FA15:0	2.0938	7.4558	1.2365	0.903	1.0662	1.1907	0.4974	0.2673	1.3716	2.271	0.8397	0.5304	0.9109	0.4513	1.8808	1.1159	1.6818	1.6638	2.9573	0.3637	0.91	2.6679	2.4066	3.6546	1.3893	1.9529	2.9067	2.3758	4.2207	2.7953	2.5581	3.0968	1.6652	3.5672	0.9183	0.7170000000000001	0.8231	0.5786	0.7812	0.465	7.0558	3.0456	0.9876	0.2997	1.8734	1.0248	1.6165	0.8673	0.695	1.127	1.3742	0.6632	0.317	5.2612	2.4417	5.4302	4.2982	0.9347	1.1063
PE(P18:1/20:4)	7.1315	11.6213	6.8696	5.15	5.2274	7.6781	8.7176	6.8154	8.0911	5.1306	7.7853	4.8898	7.5757	7.0747	7.1124	6.2119	17.0443	12.2732	11.3262	7.8668	5.9296	7.2970000000000015	10.167	6.7326	9.49	9.7313	7.3613	5.1456	7.8663	9.3461	14.4453	14.3018	12.2941	6.36	6.7665	6.3159	7.087999999999999	13.2875	12.0874	11.292	10.9272	10.3117	12.8541	9.1635	13.5195	9.0584	8.4745	5.89	9.6645	7.4256	12.72	9.1555	12.1008	12.4351	8.4328	10.3259	8.4833	7.3469	11.6889
TAG51:0FA17:0	0.4482	2.3794	0.3575	0.2079	0.1871	0.2267	0.1035	0.0609	0.2005	0.5359	0.1009	0.0807	0.1145	0.0896	0.4607	0.2236	0.3286	0.331	0.4125	0.0506	0.0885	0.4627	0.4673	0.5818	0.1801	0.3521	0.4477	0.4304	0.8858	0.3925	0.3507	0.8085	0.2879	0.7732	0.1754	0.1082	0.166	0.1573	0.142	0.1349	1.6119	0.6942	0.1773	0.0605	0.3367	0.1867	0.3002	0.203	0.1783	0.2129	0.3117	0.1819	0.0488	0.975	0.5252	1.509	0.7327	0.2059	0.2468
TAG48:3FA16:0	3.1627	5.9928	1.5859	2.5301	2.5138	1.891	0.6415	0.2622	1.104	1.9923	0.6648	0.4631	1.2607	0.6719	2.2021	0.8379	1.2374	1.5953	3.1210000000000004	0.4154	1.2078	3.6096	2.8111	6.631	1.7219	1.9432	2.6689	3.8406	7.2827	1.6293	1.5124	3.5466	2.6024	4.2461	0.6026	1.1287	1.4753	0.7568	0.7861	0.6277	8.5895	3.0496	0.5768	0.2521	1.6221	0.7583	1.193	0.7901	0.6904	1.2432	1.3085	1.1563	0.3227	7.2865	2.3411	6.0494	3.91	0.5835	0.6737
