	ST-00010415_t1	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044885_t1	ST-00044885_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00128432_t1	ST-00128432_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00339988_t2	ST-00360236_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00597582_t1	ST-00597582_t2	ST-00611296_t1	ST-00611296_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00632345_t2	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t2	ST-00705243_t1	ST-00705243_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00723045_t1	ST-00723045_t2	ST-00731125_t1	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t2
CE[FA22:4]	0.2283	0.589	0.449	0.3162	0.3487	0.3917	0.4885	0.2931	0.3404	0.5014	0.4149	0.4154	0.4802	0.5075	0.6489	0.6558	0.6624	0.6535	0.382	0.3012	0.3681	0.5992	0.5155	0.4265	0.515	0.7048	0.6525	0.3393	0.3706	0.5729	0.7615	0.6888	0.5896	0.5097	0.4239	0.3519	0.3775	0.7057	0.6108	0.4619	0.5637	0.3552	0.9229	0.5051	0.7864	0.3649	0.3363	0.255	0.2952	0.5677	0.6087	0.4428	0.4355	0.5679	0.3857	0.3958	0.5787	0.5793	0.4566
DCER[FA24:0]	0.1537	0.3315	0.1268	0.2476	0.1656	0.1978	0.2419	0.156	0.1212	0.1731	0.1181	0.1246	0.1905	0.1922	0.3032	0.2966	0.196	0.425	0.2775	0.2679	0.2652	0.2119	0.2215	0.2749	0.2103	0.2152	0.2031	0.211	0.2981	0.242	0.2844	0.1833	0.1812	0.2322	0.2569	0.1759	0.1761	0.2163	0.1887	0.229	0.3267	0.1972	0.2348	0.2983	0.2439	0.1441	0.1408	0.1268	0.1499	0.1744	0.2691	0.2443	0.181	0.2708	0.1957	0.2145	0.2631	0.1828	0.1423
FFA[FA22:2]	1.8187	1.5658	1.6768	1.1603	1.4098	1.8107	1.8548	2.0528	1.9349	1.5828	2.6526	2.5914	2.1672	2.3566	1.7903	1.5426	2.444	2.2816	1.8187	3.6089	2.6974	1.412	1.6495	2.238	2.4657	2.1154	1.7855	3.0841	2.1279	1.5581	1.6589	1.7071	1.7758	1.5243	1.5732	1.7881	1.7065	1.6672	1.7012	3.1062	1.6812	1.4247	1.7892	1.6543	1.5324	1.3236	1.4321	2.1068	1.9327	1.7304	1.6713	1.3917	1.7366	1.7475	1.6794	1.8859	2.4084	3.1407	2.1104
Total[FA18:4]	4.2323	3.7254	4.2431	3.5213	3.9136	4.462	4.3045	4.0136	3.9617	3.3823	3.3864	3.8344	3.1951	3.1460000000000004	4.3149	4.3151	4.6557	4.1873	3.6944	3.9004	3.6743	3.3648	4.6994	3.3552	2.8664	5.7286	3.4224	4.673	3.4496	4.4528	4.3562	4.6924	4.2663	4.8905	3.9973	4.7394	5.6026	4.7142	3.8611	5.0011	5.6779	4.0856	4.0433	3.6036	3.9821	3.0812	3.5708	3.6563	3.5221	4.239	4.2498	3.7696	3.1547	4.0416	3.9771	7.9959	6.1265	4.2049	3.6423
PI[FA20:2]	0.2052	0.05525	0.05525	0.3352	0.2959	0.2657	0.2747	0.1976	0.2214	0.3894	0.1666	0.1695	0.05525	0.05525	0.2935	0.2098	0.1946	0.2137	0.2347	0.3011	0.4083	0.2312	0.2846	0.6196	0.3526	0.2652	0.4114	0.3002	0.3353	0.229	0.2308	0.2202	0.25	0.2037	0.1198	0.1419	0.1794	0.05525	0.05525	0.3253	0.2943	0.2929	0.2935	0.2699	0.05525	0.05525	0.05525	0.1907	0.1928	0.1994	0.2609	0.3068	0.2719	0.2803	0.1935	0.2873	0.2551	0.253	0.05525
CE[FA18:1]	304.1016	620.0684	339.6762	432.9933	479.4971	439.9319	541.629	325.1353	465.9108	547.9249	336.4469	383.1998	393.4126	450.3693	758.2788	649.194	463.1102	461.5998	557.0895	432.4849	526.2087	511.7915	551.4186	527.5962	580.2052	625.4948	760.9371	364.068	404.8014	554.8341	730.8109	603.6396	520.0624	598.2527	535.5585	441.3052	506.0891	627.8874	549.179	462.4374	594.6887	474.066	815.0538	556.3666	466.4475	388.0047	400.1157	317.4245	311.2007	474.3158	585.887	456.5518	399.2864	454.8806	412.8937	429.6928	683.5107	581.3172	501.6844
FFA[FA14:1]	3.0426	2.2822	2.4866	1.7396	2.1615	5.8212	9.9416	3.4755	3.965	2.8598	3.9179	2.7061	3.6481	2.9932	3.0538	3.1449	5.0156	4.7916	1.7576	5.997999999999998	4.5925	3.0265	4.758	2.9563	2.6863	4.0623	4.4309	4.9737	2.4746	3.5318	3.139	3.7114	4.8051	2.5429	2.2096	2.6658	2.5821	2.7885	3.4687	4.5315	3.1513	2.457	4.2761	2.2451	2.4257	1.8573	1.9775	5.7491	3.3756	3.4449	2.6906	1.8764	3.0544	9.7078	3.0	1.6991	4.4113	5.3613	3.8856
FFA[FA12:0]	10.6257	8.0588	8.5454	8.3694	19.3645	8.3418	8.5732	6.7134	12.1956	7.8491	10.7402	8.8934	10.5357	8.0709	7.9969	6.6767	15.7126	17.4335	8.4656	15.5033	12.5083	15.2033	8.2657	13.8755	10.7464	8.2113	14.7694	33.4594	21.3179	9.8656	8.4028	12.1594	16.7707	18.9235	10.5586	8.4819	8.9888	9.027	8.1992	10.7973	9.7151	7.0618	12.8367	8.1796	9.9209	6.6067	8.8756	7.1485	8.5324	10.0039	8.204	7.7583	8.7524	8.2674	9.2543	6.3699	12.0437	12.8302	7.427
SM[FA24:1]	39.8266	68.426	55.6018	58.0682	65.2484	58.1995	70.7882	37.8422	43.0002	61.7921	53.4381	46.846	46.7237	47.9772	61.26	59.1727	57.9954	57.303	44.8261	64.2565	64.9783	56.784	57.6991	53.2156	65.4317	73.0366	70.9225	49.4793	46.3274	44.3274	53.4784	63.9106	67.6582	69.4152	57.8362	55.1361	51.8086	92.8606	82.6444	52.1131	70.4927	48.1613	91.1169	75.4807	71.0131	44.0756	40.6212	48.1188	47.2504	65.0314	71.8469	50.0575	53.6957	53.4233	51.4584	49.0825	75.1063	73.7735	62.117
TAG[FA20:2]	7.5203	18.513	11.5848	9.7277	9.4846	4.3984	5.3457	3.8036	6.6453	8.9139	5.9673	4.3747	8.3289	8.3582	15.9996	11.5105	5.6498	5.6551	16.0588	4.0388	7.6442	9.2931	9.1245	14.5706	16.6259	9.3396	15.0611	10.854	21.6622	9.4193	9.9092	7.8062	4.939	7.4127	5.5722	3.1355	3.6887	2.0709	2.4837	4.1272	13.7817	18.9055	3.2622	3.2325	7.8332	8.4669	8.7287	5.2113	4.3832	8.4505	9.0089	4.6784	3.1241	13.5279	11.8085	11.3637	10.2472	3.7069	7.2526
LPC[FA22:5]	0.2364	0.4593	0.3817	0.3498	0.2494	0.203	0.2722	0.1855	0.2174	0.1872	0.2874	0.4298	0.2957	0.3838	0.5213	0.5529	0.5064	0.2742	0.3906	0.3035	0.1568	0.4843	0.451	0.1677	0.1786	0.4371	0.2846	0.4046	0.3832	0.5679	0.3701	0.5615	0.2571	0.3201	0.2227	0.2718	0.2078	0.3523	0.245	0.3658	0.3774	0.4667	0.3628	0.213	0.3221	0.2589	0.2427	0.1767	0.1647	0.2762	0.2412	0.3439	0.4039	0.3319	0.3709	0.5057	0.7244	0.3274	0.3664
PC[FA15:0]	1.7239	4.3152	2.5066	2.2691	1.639	2.0476	1.8846	1.7801	3.5014	2.7729	1.8041	1.6209	3.1411	2.5269	3.0005	3.3304	3.6565	3.6563	4.0204	2.7405	2.7568	3.5924	3.0311	3.4104	3.0978	2.8948	2.9267	1.6218	1.8186	5.9464	4.9275	3.7974	5.0086	2.6786	1.0997	1.5602	1.5228	3.5747	3.6826	1.3991	7.2465	4.1585	3.7377	3.212	3.5628	3.1984	3.2506	1.9991	1.7186	2.6697	2.7381	3.3221	3.2169	4.1079	4.8534	5.0932	5.1641	3.5605	0.7718
Total[FA20:2]	17.248	33.2101	20.4669	25.8675	26.8895	15.5418	19.2241	144.6537	115.6605	25.786	16.2329	14.8693	19.4457	22.9002	31.6743	23.2528	18.4913	18.9667	28.5588	19.6685	25.6907	22.1273	22.3434	35.2604	37.4889	25.9158	114.7565	24.2085	37.7612	134.6992	143.3322	23.28	18.9955	15.7314	12.1212	19.3921	21.1922	14.4321	12.7313	18.35	32.6954	33.2192	17.0028	16.9487	20.069000000000006	18.9104	19.3881	13.758	13.1543	25.9519	27.372	17.0717	15.2518	27.9579	24.8846	26.2137	28.0561	19.314	16.4032
TAG[FA15:0]	13.1034	40.4186	12.0099	7.7644	8.3399	6.3446	4.4832	3.7117	11.4975	11.0693	8.0027	5.2888	9.2122	5.4166	12.9529	11.2828	10.2329	9.872	21.2079	4.1062	8.3326	18.525	13.7661	21.02	13.9628	11.1537	21.2724	14.5498	24.534	15.9073	16.375	17.8953	10.2451	26.4229	8.3762	5.3515	5.9084	3.071	4.0895	2.9177	39.1741	20.9387	6.1619	3.2308	12.4799	8.5267	10.5893	6.7409	5.5359	8.1197	8.2089	5.9146	3.1196	28.338	15.3663	25.9565	18.184	4.6795	7.7103
PI[FA16:1]	0.2109	0.2827	0.1216	0.3405	0.5414	0.5456	0.4078	0.05745	0.05745	1.06	0.05745	0.05745	0.2745	0.3681	0.1487	0.1149	0.5829	0.3164	0.05745	0.6324	0.393	0.4872	0.5011	1.0533	0.8078	1.2403	0.8662	0.6765	0.8569	0.3635	0.6194	0.5529999999999999	0.3994	0.05745	0.05745	0.8528	1.036	0.5920000000000001	0.5698	0.6679999999999999	0.8224	0.2169	0.5491	0.2501	0.3014	0.05745	0.05745	0.05745	0.05745	0.5261	0.6745	0.4865	0.4038	1.3369	0.7995	1.0852	1.2764	1.1762	0.2961
Total[FA15:0]	30.2363	62.7295	29.0085	24.1481	23.0875	28.0501	30.8034	22.1379	34.9216	29.964	30.2394	42.3209	28.2396	21.9601	46.8534	31.1193	36.7503	36.6777	85.8732	25.9515	28.2041	39.34	38.6634	44.2451	34.0752	34.723	43.6113	34.5791	39.6318	42.9565	43.4424	48.1832	46.6091	48.7237	24.3402	20.8013	22.6803	26.1027	27.0895	20.0355	69.054	41.18899999999999	62.27	37.7177	39.4345	24.8117	28.2204	26.9451	23.0789	28.4698	26.4597	24.6981	21.7449	57.3191	38.3431	47.057	50.4095	31.9647	24.1873
DCER[FA22:1]	0.1466	0.232	0.1902	0.1504	0.1192	0.1627	0.126	0.1313	0.08900000000000001	0.1797	0.1873	0.1833	0.1332	0.1379	0.1821	0.1642	0.2209	0.2457	0.1436	0.1136	0.15	0.1638	0.153	0.2492	0.2104	0.1318	0.1103	0.1548	0.2429	0.1505	0.1829	0.1428	0.1363	0.1231	0.1357	0.111	0.0945	0.1727	0.1151	0.1799	0.2607	0.206	0.135	0.1206	0.1964	0.1364	0.1481	0.0964	0.166	0.1699	0.1667	0.0944	0.1373	0.1607	0.1899	0.2344	0.2295	0.1876	0.126
CER[FA24:0]	1.1458	3.1233	1.2818	1.5366	1.3035	1.8023	2.514	1.0824	1.3196	1.6473	1.0634	1.3335	1.8359	2.1499	2.9067	2.879	2.0852	2.6013	2.089	2.1073	2.4976	1.9407	1.9265	2.881	2.8284	1.7299	1.931	2.1067	2.7047	2.1134	2.9658	1.6968	1.4481	2.181	2.4324	0.9421	1.2118	1.8773	1.8459	1.8785	2.1817	1.8722	2.2064	2.4562	1.9156	1.2819999999999998	1.3341	1.0406	1.0882	1.5845	1.61	1.822	1.138	2.0064	1.5902	2.5415	2.3734	1.9211	1.4562
Total[FA18:1]	1849.263	3535.8140000000008	2248.992	2022.192	1968.886	1557.312	1720.624	1181.904	1968.944	2311.803	1589.785	1443.026	1982.773	1865.46	4040.738	3236.8340000000007	2073.384	1827.698	2813.211	1997.432	2222.391	2784.312	2655.373	2677.811	2794.4120000000007	2514.085	3903.937	2289.835	4422.418	2519.863	2779.957000000001	2348.492	1846.75	2656.772	2734.337	1299.227	1507.429	1494.987	1348.8	1781.697	3347.566	3100.803	2088.544	1505.925	1878.604	1724.5120000000004	1977.443	1364.5179999999998	1065.671	1967.146	2046.289	1646.934	1400.027	3123.923	2378.424	2647.673	2453.208	1642.105	1982.38
PI[FA20:3]	1.4444	3.073	1.5353	4.3816	5.1057	2.5987	2.7825	1.5463	2.1317	5.2932	1.9405	1.9272	2.2012	2.6817	5.11	2.7284	3.3013	3.0822	1.6508	3.7461	4.1679	3.0693	3.7214	5.5310000000000015	5.6659	2.551	4.7634	2.7664	3.5225	2.9348	1.9728	2.9986	2.5873	1.3304	0.9341	3.9858	3.455	1.6919	1.6014	4.1471	5.24	3.2781	2.9401	4.3748	1.6363	1.7345	2.5391	2.1569	1.5956	3.7611	3.2609	3.6459	2.5356	2.7729	3.2505	3.6983	3.3538	2.8128	2.4344
LCER[FA14:0]	0.0504	0.1319	0.1345	0.1683	0.2512	0.1426	0.1528	0.1361	0.1634	0.1415	0.1378	0.1692	0.1214	0.1286	0.0824	0.1068	0.1603	0.184	0.0969	0.2571	0.1805	0.1588	0.2034	0.1972	0.1626	0.1475	0.163	0.2289	0.1935	0.1146	0.1095	0.2477	0.2156	0.2415	0.1042	0.1136	0.12	0.2156	0.1955	0.1116	0.2985	0.1502	0.26	0.1919	0.1631	0.1253	0.0836	0.0997	0.0866	0.1795	0.2124	0.1981	0.1558	0.1056	0.0931	0.1066	0.2678	0.2175	0.1344
LCER[FA22:0]	0.1232	0.2925	0.1605	0.1735	0.2177	0.2703	0.3476	0.1248	0.1498	0.2631	0.1138	0.0915	0.1824	0.1937	0.2446	0.2104	0.2529	0.4631	0.1296	0.3135	0.2716	0.2015	0.3247	0.2092	0.2298	0.2146	0.2446	0.2352	0.2646	0.16699999999999998	0.1608	0.3314	0.3704	0.2067	0.2085	0.2274	0.2222	0.2941	0.3091	0.2874	0.2255	0.1744	0.3138	0.4362	0.2166	0.1927	0.1475	0.2343	0.2101	0.2271	0.2514	0.2497	0.2597	0.218	0.1879	0.2081	0.2614	0.308	0.3166
LPC[FA18:1]	9.4438	14.4403	9.2717	10.6495	10.749	8.5786	6.7360000000000015	9.5481	8.9692	9.8991	10.2475	13.5528	9.4726	12.0164	15.4166	13.2514	12.6924	8.077	17.4892	15.2891	11.3058	12.5215	12.2153	9.0073	12.2715	11.2299	14.3271	10.3165	11.0389	13.7329	13.0191	15.7304	11.1606	9.9631	12.4108	10.5404	10.2167	13.012	10.5478	13.3395	16.6077	15.9382	10.9576	11.5138	6.7502	9.1649	9.6424	6.4755	9.2248	9.1044	10.2464	15.8768	13.2202	11.7008	9.8545	14.4919	18.5589	9.2736	15.776
FFA[FA22:6]	5.2744	3.8284	6.5697	3.1355	3.7554	4.4792	5.9433	5.605	6.1277	3.7435	5.0157	6.0673	4.046	3.7496	4.974	4.9004	5.3545	4.2085	4.9223	4.9168	4.1702	3.8079	4.8795	3.4091	3.278	5.9683	3.8264	6.7787	4.4133	4.6775	4.8113	4.7369	5.1037	5.8539	6.4220000000000015	4.0677	3.8122	5.0905	4.6136	6.231	4.6286	3.627	5.2074	3.4906	4.299	3.4536	3.5669	4.648	4.8326	4.7929	4.4426	3.6116	4.2502	4.1096	6.438	5.8043	5.9796	6.0859	4.6382
PI[FA18:2]	5.0911	11.9552	5.9381	12.6108	11.1222	10.3235	6.7234	8.725	7.7182	17.0252	4.6618	5.0794	5.2261	7.5215	4.7184	5.6072	7.8322	8.9013	5.1805	11.7008	13.5272	12.9696	14.9808	15.4007	12.0855	10.6255	11.351	12.2157	13.6737	4.6414	6.3348	10.1556	5.9831	6.7619	6.1823	14.4071	13.7652	7.2746	5.8876	7.1484	11.5992	5.46	6.0377	11.8376	4.3206	3.4145	3.1629	5.7681	6.0077	9.0012	11.2351	13.3394	14.7556	17.817999999999994	10.6857	16.4986	11.0452	6.7067	6.1908
PC[FA18:0]	270.8857	423.8888	301.4386	425.9617	461.1621	351.2656	413.7322	219.3481	303.8012	383.4069	226.7356	232.6474	292.6049	414.415	528.2547	544.1451	426.0077	439.7789	327.5328	353.0565	384.6363	451.0537	392.8805	464.6203	410.6261	363.1108	505.674	312.8469	388.6914	389.6753	441.2103	491.4538	435.0303	334.5551	265.7187	303.6407	328.9809	432.3772	347.6101	392.2414	515.0835	453.6959	369.8009	372.5281	412.7865	257.2638	261.9107	261.0486	294.2917	391.5021	394.4486	379.6842	336.4871	460.4147	392.357	452.7176	344.2803	293.6768	269.6937
DAG[FA14:1]	0.2074	0.4033	0.1683	0.1359	0.215	0.2942	0.5739	0.1849	0.2661	0.2161	0.1809	0.1882	0.1844	0.1426	0.5118	0.1852	0.2073	0.1822	0.2451	0.1719	0.1598	0.2442	0.2742	0.4492	0.2227	0.2359	0.2266	0.3867	0.3822	0.2511	0.1755	0.2148	0.1828	0.2755	0.1546	0.1407	0.1424	0.1713	0.1667	0.2098	0.5137	0.2951	0.1568	0.1025	0.1819	0.1564	0.1698	0.3794	0.1868	0.1852	0.1589	0.135	0.1414	0.5746	0.1938	0.3126	0.3897	0.194	0.2147
SM[FA20:1]	4.5437	9.7303	7.8425	7.4317	8.9126	8.9842	9.7762	5.1768	6.4249	6.9592	6.3157	6.1838	7.3462	7.722	10.3099	9.7432	8.7526	7.6543	7.0222	9.8962	10.1125	7.3726	7.0567	7.7574	8.603	8.1597	10.4146	6.7189	6.4801	7.1485	7.7362	11.6974	11.19	7.0219	5.8848	6.7534	6.6659	12.2328	11.5628	8.371	10.5992	9.5472	13.7862	10.7353	10.5947	7.215	7.8717	6.3967	7.2456	8.1635	7.9739	6.104	6.058	7.0077	11.4538	8.6421	9.2871	7.9512	7.1278
CE[FA18:0]	17.7856	43.9005	26.1214	34.9291	37.6614	30.6481	41.3464	22.4918	36.2259	43.6217	21.8582	24.8109	28.6936	32.4251	47.0951	44.4923	32.0936	39.1882	32.6912	23.5028	31.2387	41.5978	39.411	43.3433	39.7563	48.8476	56.2398	35.768	36.1682	36.8491	45.7932	42.0069	37.3594	43.9427	35.9296	27.5956	34.3009	44.3308	40.4968	25.6435	47.7279	32.2543	69.1036	40.8072	38.13800000000001	22.6469	24.1452	22.6745	27.6011	34.8166	42.7194	31.0809	25.9985	34.5095	29.616	27.8658	45.0405	38.9209	37.6033
DAG[FA15:0]	0.2046	0.5259	0.1594	0.1065	0.1289	1.1521	2.9901	0.6103	0.7340000000000001	0.3507	0.1325	0.0892	0.1734	0.1327	0.3522	0.4081	0.3588	0.1874	0.276	0.0933	0.1517	0.5477	0.9965	0.2464	0.1654	0.5635	0.3163	0.2731	0.3632	0.2573	0.1715	0.2527	0.1993	0.5771	0.1619	0.1159	0.1507	0.1069	0.2099	0.068	0.481	0.2754	0.1394	0.0902	0.1875	0.1266	0.1918	0.7001	0.2599	0.1607	0.1641	0.1233	0.0952	3.7863	0.2497	0.4039	0.2614	0.1005	0.6313
CE[FA20:4]	172.3038	270.4262	182.7822	118.1879	130.1999	156.0284	202.6177	109.6797	155.4904	120.3049	205.9681	147.8225	211.8018	231.8389	409.7738	342.7855	316.8847	286.5502	200.6257	91.2827	137.1367	228.01	219.6568	113.5303	147.4642	281.1701	234.398	140.7704	140.2282	304.9463	420.9178	289.7023	298.2891	180.0861	155.8836	96.9988	119.7591	343.1156	330.1844	180.7696	197.0068	197.9045	384.806	187.2106	358.569	225.5206	198.532	180.7457	194.0406	229.9319	241.8749	225.476	212.6684	224.4709	230.2117	177.5086	233.2452	241.8773	175.9463
DCER[FA24:1]	0.16699999999999998	0.1948	0.1851	0.1676	0.1403	0.1381	0.1441	0.1568	0.1285	0.1964	0.1444	0.11	0.1479	0.1372	0.1569	0.1275	0.1451	0.1903	0.1881	0.1573	0.1402	0.2119	0.1472	0.1636	0.223	0.1912	0.1943	0.1481	0.131	0.1138	0.1264	0.1354	0.1664	0.1934	0.1472	0.0829	0.1506	0.2197	0.1701	0.1186	0.2517	0.1523	0.2296	0.1711	0.1891	0.1764	0.1338	0.1472	0.1447	0.1701	0.1771	0.1141	0.1647	0.1875	0.2245	0.1228	0.1774	0.1683	0.1879
LCER[FA24:1]	0.1026	0.3511	0.2336	0.2994	0.4094	0.2383	0.3139	0.3076	0.3261	0.2978	0.2169	0.2203	0.2538	0.2895	0.2186	0.253	0.2781	0.2663	0.1691	0.4942	0.431	0.3496	0.3943	0.2546	0.2751	0.3747	0.3505	0.3091	0.3246	0.1538	0.1672	0.5101	0.4101	0.4949	0.4593	0.5073	0.3133	0.4946	0.4597	0.3232	0.436	0.1921	0.4822	0.5439	0.2745	0.2412	0.2367	0.2244	0.2456	0.4327	0.6239	0.4094	0.3934	0.1988	0.2134	0.1801	0.301	0.3682	0.5052
PC[FA22:6]	60.8115	64.8995	92.1607	50.9367	69.1542	77.8874	107.0954	58.7215	99.5802	52.8143	66.4899	91.0627	48.5349	50.9815	139.9419	198.0698	61.5769	46.082	111.3871	33.105	30.941	80.779	71.0727	31.7294	40.9581	109.73	95.3005	70.4848	61.44600000000001	72.9078	74.3614	81.6779	75.3315	88.15299999999998	76.6393	28.3684	20.0471	128.638	103.6536	31.6918	100.579	63.40600000000001	95.6675	55.1619	84.9585	47.2239	49.8276	54.933	46.0956	56.8638	67.209	34.1672	52.7104	53.0396	138.906	108.8125	81.3924	70.2006	36.197
HCER[FA24:1]	0.1668	0.5046	0.371	0.4977	0.5535	0.4771	0.469	0.4478	0.3518	0.6745	0.5448	0.4906	0.3722	0.4542	0.3817	0.3713	0.3228	0.2821	0.2554	0.3821	0.4095	0.5331	0.5592	0.4046	0.5427	0.4942	0.8519	0.5747	0.4544	0.4224	0.4372	0.7997	0.8002	0.8259	0.6269	0.3741	0.3702	0.8506	0.7887	0.3226	0.7999	0.309	0.8993	0.5516	0.2938	0.2853	0.3401	0.2314	0.2436	0.8819	0.9576	0.3435	0.4507	0.4135	0.311	0.2228	0.3617	0.3488	0.7335
Total[FA22:5]	46.8699	85.9243	76.382	42.8066	43.8121	52.667	62.0444	32.3815	46.5538	48.8829	41.7105	46.2995	52.9754	62.478	109.1885	105.4757	72.4312	68.7857	71.2053	38.5254	38.1465	79.0479	69.6107	49.2715	54.7795	74.2946	74.8581	59.1224	72.9474	66.1471	64.4733	68.9844	63.3117	62.1879	50.9866	33.5652	38.3022	51.0077	46.3781	45.9373	76.4454	76.9755	63.5455	44.7319	78.1818	50.0488	55.8712	34.2924	29.7416	56.8486	58.3402	41.9577	46.403	105.2639	82.24799999999998	76.6882	75.4846	55.3346	36.7198
PE[FA20:3]	2.6237	5.0817	2.9526	4.4132	5.0933	3.5704	3.8537	2.4596	3.1194	5.4173	3.0058	2.5722	3.1663	3.5068	5.1529	2.6598	5.4327	5.5485	5.0162	3.611	3.4629	3.6555	4.1501	6.5120000000000005	9.0375	3.7036	6.0288	3.6192	5.4157	4.9092	4.2268	4.6908	5.1563	1.8427	1.6502	4.3156	4.6892	3.5741	3.5522	4.3508	9.7645	8.8422	4.4132	4.735	5.2316	4.3166	5.1005	2.4172	3.1617	4.4995	4.9683	4.645	3.4927	5.4194	4.0804	5.8563	5.6504	3.5049	3.6234
SM[FA16:0]	107.7484	188.519	126.065	178.7072	179.5419	162.3337	201.1354	116.9583	132.0425	175.5362	131.6354	119.799	146.7056	158.321	170.2912	173.187	158.5267	175.43400000000003	140.8719	195.2871	198.4763	170.7955	178.6822	183.2164	200.1112	174.8495	211.6668	143.9746	143.9311	158.2444	189.7851	197.1735	205.8184	202.7289	195.914	141.5266	144.156	242.3152	232.3747	146.3033	263.9747	160.9591	313.2411	203.5126	177.5787	139.3714	133.9497	119.0575	129.7566	168.0753	179.1743	158.6925	156.5805	164.0633	159.1378	165.4411	197.5576	183.035	165.8168
CER[FA22:0]	0.4886	1.0797	0.4968	0.6221	0.5585	0.5688	0.8123	0.4101	0.4538	0.7334	0.3475	0.413	0.746	0.8140000000000001	0.9749	0.8987	0.657	1.1038	0.7789	0.8321	0.8813	0.8345	0.8193	0.9522	0.9733	0.6104	0.8542	0.6351	0.9929	0.8407	0.9955	0.6692	0.6061	0.6721	0.8128	0.3509	0.5166	0.6646	0.7531	0.5748	1.1062	0.6738	0.7684	0.8999	0.6422	0.5043	0.4942	0.4135	0.416	0.7504	0.7723	0.6684	0.4785	0.8783	0.6832	1.0529	0.8029999999999999	0.5742	0.6626
HCER[FA16:0]	0.2713	0.7133	0.4585	0.5535	0.5907	0.5959	0.7109	0.4776	0.4605	0.87	0.6188	0.5974	0.505	0.6285	0.485	0.4903	0.5603	0.6609999999999999	0.3804	0.5845	0.5891	0.6324	0.7546	0.7811	0.7739	0.6899	1.0904	0.7843	0.6397	0.5413	0.8043	0.9409	0.7949	1.0125	0.961	0.5074	0.5257	1.0435	1.0944	0.5599	1.1562	0.3359	1.2298	0.8003	0.4866	0.4074	0.404	0.2838	0.3418	1.0161	1.1825	0.5411	0.5525	0.6467	0.4913	0.4741	0.5434	0.431	0.7475
Total[FA18:2]	2168.366	4327.406	2597.561	3790.844	3280.8140000000008	2716.19	3239.012	2178.7	2769.8459999999995	2963.2670000000007	2082.904	1906.998	2616.188	2890.135	3512.2470000000008	3452.355	2394.985	2613.322	3126.3720000000008	2738.358	3530.644	4097.901	3780.593	4027.496	3900.915	3116.451	4616.173	2922.783	3992.69	2630.968	3228.1240000000007	3455.986	2951.942	3440.996	2862.7	2389.5460000000007	2509.914	2948.64	2622.061	2255.889	4274.8809999999985	2988.639	3062.283	2581.396	2586.461	2135.192	2010.224	1907.283	2123.313	2988.061	3034.8	2935.418	2641.465	4330.634	2981.264	3438.211	2987.117	2144.512	2471.513
CE[FA20:3]	17.8211	34.4478	17.0583	29.1517	32.0298	21.0732	28.568	11.5955	16.4422	31.0515	23.9108	22.3175	24.8601	28.5507	47.6997	32.4222	32.8629	34.9927	22.0184	17.3816	20.9111	25.6922	28.5201	27.7204	29.2237	30.4236	37.1034	22.2812	24.5675	30.0125	38.6465	31.8786	28.6271	14.1857	11.0296	28.8485	34.6172	33.1705	25.9801	24.7913	32.6647	27.0567	38.9188	32.3368	40.4278	24.709	26.6118	18.8832	22.2625	42.6586	51.2446	24.7789	24.0689	28.123	29.1079	27.3594	38.1509	37.0539	22.1508
Total[FA20:0]	53.3512	99.3176	52.8332	83.1051	73.8675	53.5791	62.6386	45.7599	56.7273	72.7083	46.4923	45.9799	62.2757	67.2552	88.0589	86.3147	64.4367	76.7892	73.9542	91.0304	99.9818	85.2331	92.7327	82.74799999999998	84.956	63.1381	99.9299	65.5763	81.70100000000002	80.3857	85.493	88.2704	80.2515	84.1994	84.8119	65.8708	63.5837	89.6792	76.8085	62.6092	103.547	72.6468	88.4322	77.4147	68.2332	53.3364	54.8655	59.7543	50.8114	69.5976	69.3337	78.6733	62.8498	85.8143	72.0492	92.1861	88.9173	68.3808	53.1461
PC[FA20:1]	0.8158	1.7345	1.311	1.2555	1.5633	0.2678	0.2678	0.5356	1.2478	1.2493	1.3906	1.1533	1.2507	1.4884	1.6086	1.2275	1.1716	1.819	2.2296	2.8338	2.2642	1.9126	1.4494	1.6594	2.2566	1.865	1.2643	0.7090000000000001	1.8064	1.3817	1.6299	1.7122	1.3592	1.3532	1.2559	1.1412	1.3464	1.5531	1.2472	1.6185	1.3652	1.1858	1.2726	1.8716	0.6417	0.6739	1.1689	1.4333	0.8992	1.4065	0.7606	1.5643	1.4614	0.6728	0.8037	1.8365	1.136	1.2488	0.7674
